"ensembl.id" "symbol" "type"
"26036" "ENSG00000253100" "ENSG00000253100" "lncRNA"
"26037" "ENSG00000253342" "ENSG00000253342" "lncRNA"
"26039" "ENSG00000254178" "ENSG00000254178" "lncRNA"
"26040" "ENSG00000221818" "EBF2" "protein_coding"
"26042" "ENSG00000249213" "ENSG00000249213" "processed_pseudogene"
"26043" "ENSG00000221914" "PPP2R2A" "protein_coding"
"26045" "ENSG00000104765" "BNIP3L" "protein_coding"
"26046" "ENSG00000253430" "ENSG00000253430" "lncRNA"
"26048" "ENSG00000254362" "ENSG00000254362" "lncRNA"
"26049" "ENSG00000240694" "PNMA2" "protein_coding"
"26050" "ENSG00000092964" "DPYSL2" "protein_coding"
"26052" "ENSG00000120907" "ADRA1A" "protein_coding"
"26057" "ENSG00000221616" "MIR548H4" "miRNA"
"26059" "ENSG00000253903" "ENSG00000253903" "lncRNA"
"26061" "ENSG00000015592" "STMN4" "protein_coding"
"26062" "ENSG00000104228" "TRIM35" "protein_coding"
"26063" "ENSG00000120899" "PTK2B" "protein_coding"
"26065" "ENSG00000120903" "CHRNA2" "protein_coding"
"26066" "ENSG00000120915" "EPHX2" "protein_coding"
"26069" "ENSG00000120885" "CLU" "protein_coding"
"26071" "ENSG00000168077" "SCARA3" "protein_coding"
"26072" "ENSG00000222862" "RNU6-1086P" "snRNA"
"26075" "ENSG00000265075" "MIR3622B" "miRNA"
"26078" "ENSG00000147419" "CCDC25" "protein_coding"
"26079" "ENSG00000171320" "ESCO2" "protein_coding"
"26080" "ENSG00000202242" "RNU6-1276P" "snRNA"
"26081" "ENSG00000168078" "PBK" "protein_coding"
"26083" "ENSG00000168079" "SCARA5" "protein_coding"
"26084" "ENSG00000265847" "MIR4287" "miRNA"
"26088" "ENSG00000189233" "NUGGC" "protein_coding"
"26089" "ENSG00000134014" "ELP3" "protein_coding"
"26091" "ENSG00000253907" "ENSG00000253907" "processed_pseudogene"
"26094" "ENSG00000168081" "PNOC" "protein_coding"
"26095" "ENSG00000186918" "ZNF395" "protein_coding"
"26096" "ENSG00000214050" "FBXO16" "protein_coding"
"26099" "ENSG00000207361" "RNU6-178P" "snRNA"
"26101" "ENSG00000104290" "FZD3" "protein_coding"
"26102" "ENSG00000265251" "MIR4288" "miRNA"
"26105" "ENSG00000012232" "EXTL3" "protein_coding"
"26107" "ENSG00000104299" "INTS9" "protein_coding"
"26110" "ENSG00000147421" "HMBOX1" "protein_coding"
"26115" "ENSG00000197892" "KIF13B" "protein_coding"
"26120" "ENSG00000120875" "DUSP4" "protein_coding"
"26123" "ENSG00000253632" "ENSG00000253632" "lncRNA"
"26125" "ENSG00000253182" "LINC02948" "lncRNA"
"26128" "ENSG00000251191" "LINC00589" "lncRNA"
"26129" "ENSG00000253490" "LINC02099" "lncRNA"
"26130" "ENSG00000248964" "ENSG00000248964" "lncRNA"
"26131" "ENSG00000254086" "ENSG00000254086" "lncRNA"
"26132" "ENSG00000253604" "ENSG00000253604" "lncRNA"
"26133" "ENSG00000253279" "LINC02209" "lncRNA"
"26134" "ENSG00000264788" "MIR3148" "miRNA"
"26136" "ENSG00000239175" "RNU6-1218P" "snRNA"
"26137" "ENSG00000133872" "SARAF" "protein_coding"
"26140" "ENSG00000104660" "LEPROTL1" "protein_coding"
"26141" "ENSG00000241511" "RPS15AP24" "processed_pseudogene"
"26142" "ENSG00000177669" "MBOAT4" "protein_coding"
"26143" "ENSG00000271869" "DCTN6-DT" "lncRNA"
"26144" "ENSG00000104671" "DCTN6" "protein_coding"
"26147" "ENSG00000272375" "ENSG00000272375" "lncRNA"
"26155" "ENSG00000157110" "RBPMS" "protein_coding"
"26157" "ENSG00000197265" "GTF2E2" "protein_coding"
"26159" "ENSG00000253457" "SMIM18" "protein_coding"
"26160" "ENSG00000254172" "RNU5A-3P" "snRNA"
"26161" "ENSG00000104687" "GSR" "protein_coding"
"26162" "ENSG00000104691" "UBXN8" "protein_coding"
"26164" "ENSG00000104695" "PPP2CB" "protein_coding"
"26165" "ENSG00000133863" "TEX15" "protein_coding"
"26168" "ENSG00000172733" "PURG" "protein_coding"
"26169" "ENSG00000165392" "WRN" "protein_coding"
"26173" "ENSG00000253377" "ENSG00000253377" "lncRNA"
"26175" "ENSG00000253275" "ENSG00000253275" "lncRNA"
"26178" "ENSG00000157168" "NRG1" "protein_coding"
"26185" "ENSG00000212407" "RNU6-663P" "snRNA"
"26186" "ENSG00000247134" "ENSG00000247134" "lncRNA"
"26191" "ENSG00000252735" "RNU6-528P" "snRNA"
"26192" "ENSG00000272338" "ENSG00000272338" "lncRNA"
"26193" "ENSG00000172728" "FUT10" "protein_coding"
"26194" "ENSG00000254061" "ENSG00000254061" "processed_pseudogene"
"26195" "ENSG00000129696" "TTI2" "protein_coding"
"26196" "ENSG00000198042" "MAK16" "protein_coding"
"26201" "ENSG00000133874" "RNF122" "protein_coding"
"26203" "ENSG00000133878" "DUSP26" "protein_coding"
"26204" "ENSG00000253642" "ENSG00000253642" "lncRNA"
"26208" "ENSG00000240738" "RPL6P22" "processed_pseudogene"
"26210" "ENSG00000254194" "ENSG00000254194" "lncRNA"
"26211" "ENSG00000254302" "ENSG00000254302" "lncRNA"
"26212" "ENSG00000253108" "ENSG00000253108" "lncRNA"
"26213" "ENSG00000254033" "ENSG00000254033" "lncRNA"
"26215" "ENSG00000254344" "LINC01288" "lncRNA"
"26218" "ENSG00000156687" "UNC5D" "protein_coding"
"26222" "ENSG00000253452" "ENSG00000253452" "lncRNA"
"26223" "ENSG00000253524" "ENSG00000253524" "lncRNA"
"26228" "ENSG00000253610" "ENSG00000253610" "processed_pseudogene"
"26229" "ENSG00000206871" "RNU6-533P" "snRNA"
"26230" "ENSG00000254320" "ENSG00000254320" "processed_pseudogene"
"26231" "ENSG00000253363" "ENSG00000253363" "lncRNA"
"26234" "ENSG00000215262" "KCNU1" "protein_coding"
"26238" "ENSG00000254038" "ENSG00000254038" "lncRNA"
"26241" "ENSG00000253746" "ENSG00000253746" "lncRNA"
"26242" "ENSG00000253161" "LINC01605" "lncRNA"
"26243" "ENSG00000253388" "ENSG00000253388" "lncRNA"
"26245" "ENSG00000254111" "ENSG00000254111" "lncRNA"
"26246" "ENSG00000254290" "ENSG00000254290" "lncRNA"
"26247" "ENSG00000254306" "ENSG00000254306" "lncRNA"
"26249" "ENSG00000223215" "RNU6-607P" "snRNA"
"26250" "ENSG00000183779" "ZNF703" "protein_coding"
"26251" "ENSG00000253181" "ENSG00000253181" "lncRNA"
"26253" "ENSG00000147475" "ERLIN2" "protein_coding"
"26255" "ENSG00000147471" "PLPBP" "protein_coding"
"26256" "ENSG00000020181" "ADGRA2" "protein_coding"
"26257" "ENSG00000104221" "BRF2" "protein_coding"
"26258" "ENSG00000156675" "RAB11FIP1" "protein_coding"
"26261" "ENSG00000169154" "GOT1L1" "protein_coding"
"26263" "ENSG00000188778" "ADRB3" "protein_coding"
"26265" "ENSG00000187840" "EIF4EBP1" "protein_coding"
"26268" "ENSG00000272128" "ENSG00000272128" "lncRNA"
"26269" "ENSG00000129691" "ASH2L" "protein_coding"
"26270" "ENSG00000253437" "RNU6-988P" "snRNA"
"26272" "ENSG00000147465" "STAR" "protein_coding"
"26274" "ENSG00000175324" "LSM1" "protein_coding"
"26275" "ENSG00000253739" "RNU6-323P" "snRNA"
"26276" "ENSG00000156735" "BAG4" "protein_coding"
"26279" "ENSG00000085788" "DDHD2" "protein_coding"
"26280" "ENSG00000147535" "PLPP5" "protein_coding"
"26281" "ENSG00000147548" "NSD3" "protein_coding"
"26284" "ENSG00000272092" "ENSG00000272092" "lncRNA"
"26285" "ENSG00000165046" "LETM2" "protein_coding"
"26286" "ENSG00000077782" "FGFR1" "protein_coding"
"26290" "ENSG00000196166" "C8orf86" "lncRNA"
"26291" "ENSG00000253361" "ENSG00000253361" "lncRNA"
"26294" "ENSG00000254321" "ENSG00000254321" "lncRNA"
"26295" "ENSG00000147526" "TACC1" "protein_coding"
"26299" "ENSG00000169499" "PLEKHA2" "protein_coding"
"26301" "ENSG00000169495" "HTRA4" "protein_coding"
"26302" "ENSG00000169490" "TM2D2" "protein_coding"
"26303" "ENSG00000168615" "ADAM9" "protein_coding"
"26305" "ENSG00000197140" "ADAM32" "protein_coding"
"26306" "ENSG00000243095" "RPL3P10" "processed_pseudogene"
"26308" "ENSG00000196115" "ADAM5" "transcribed_unitary_pseudogene"
"26311" "ENSG00000168619" "ADAM18" "protein_coding"
"26312" "ENSG00000104755" "ADAM2" "protein_coding"
"26314" "ENSG00000253233" "ENSG00000253233" "processed_pseudogene"
"26315" "ENSG00000131203" "IDO1" "protein_coding"
"26319" "ENSG00000188676" "IDO2" "protein_coding"
"26320" "ENSG00000253790" "ENSG00000253790" "processed_pseudogene"
"26321" "ENSG00000253381" "ENSG00000253381" "lncRNA"
"26322" "ENSG00000253665" "LINC02866" "lncRNA"
"26323" "ENSG00000176907" "TCIM" "protein_coding"
"26324" "ENSG00000254143" "ENSG00000254143" "lncRNA"
"26325" "ENSG00000253802" "SIRLNT" "lncRNA"
"26326" "ENSG00000253354" "ENSG00000253354" "lncRNA"
"26328" "ENSG00000272479" "ENSG00000272479" "lncRNA"
"26329" "ENSG00000165061" "ZMAT4" "protein_coding"
"26330" "ENSG00000254383" "ENSG00000254383" "lncRNA"
"26331" "ENSG00000206867" "RNU6-356P" "snRNA"
"26332" "ENSG00000104332" "SFRP1" "protein_coding"
"26333" "ENSG00000263372" "MIR548AO" "miRNA"
"26336" "ENSG00000206852" "RNU6-895P" "snRNA"
"26338" "ENSG00000253396" "ENSG00000253396" "lncRNA"
"26339" "ENSG00000147533" "GOLGA7" "protein_coding"
"26342" "ENSG00000147536" "GINS4" "protein_coding"
"26345" "ENSG00000158669" "GPAT4" "protein_coding"
"26347" "ENSG00000165066" "NKX6-3" "protein_coding"
"26349" "ENSG00000029534" "ANK1" "protein_coding"
"26355" "ENSG00000260588" "ENSG00000260588" "lncRNA"
"26356" "ENSG00000241834" "RN7SL149P" "misc_RNA"
"26357" "ENSG00000083168" "KAT6A" "protein_coding"
"26361" "ENSG00000271938" "ENSG00000271938" "lncRNA"
"26364" "ENSG00000070718" "AP3M2" "protein_coding"
"26365" "ENSG00000104368" "PLAT" "protein_coding"
"26367" "ENSG00000104365" "IKBKB" "protein_coding"
"26368" "ENSG00000070501" "POLB" "protein_coding"
"26370" "ENSG00000104371" "DKK4" "protein_coding"
"26371" "ENSG00000078668" "VDAC3" "protein_coding"
"26372" "ENSG00000168575" "SLC20A2" "protein_coding"
"26375" "ENSG00000176209" "SMIM19" "protein_coding"
"26376" "ENSG00000147432" "CHRNB3" "protein_coding"
"26378" "ENSG00000255361" "ENSG00000255361" "processed_pseudogene"
"26379" "ENSG00000147434" "CHRNA6" "protein_coding"
"26380" "ENSG00000131931" "THAP1" "protein_coding"
"26382" "ENSG00000120925" "RNF170" "protein_coding"
"26385" "ENSG00000168172" "HOOK3" "protein_coding"
"26388" "ENSG00000168522" "FNTA" "protein_coding"
"26389" "ENSG00000200731" "RNU1-124P" "snRNA"
"26390" "ENSG00000185900" "POMK" "protein_coding"
"26392" "ENSG00000165102" "HGSNAT" "protein_coding"
"26393" "ENSG00000253611" "VN1R46P" "processed_pseudogene"
"26402" "ENSG00000238509" "RNU6-104P" "snRNA"
"26406" "ENSG00000250637" "ENSG00000250637" "unprocessed_pseudogene"
"26409" "ENSG00000253418" "SNX18P27" "processed_pseudogene"
"26425" "ENSG00000253314" "LINC00293" "lncRNA"
"26428" "ENSG00000252594" "RNU6-656P" "snRNA"
"26432" "ENSG00000253745" "ENSG00000253745" "lncRNA"
"26433" "ENSG00000253782" "ENSG00000253782" "lncRNA"
"26434" "ENSG00000215179" "MAPK6P4" "processed_pseudogene"
"26438" "ENSG00000200986" "RNU6-819P" "snRNA"
"26440" "ENSG00000248531" "NDUFA5P12" "unprocessed_pseudogene"
"26442" "ENSG00000255366" "ENSG00000255366" "lncRNA"
"26443" "ENSG00000253502" "ATP6V1G1P2" "processed_pseudogene"
"26446" "ENSG00000164808" "SPIDR" "protein_coding"
"26451" "ENSG00000254065" "ENSG00000254065" "processed_pseudogene"
"26452" "ENSG00000207369" "RNU6-665P" "snRNA"
"26453" "ENSG00000221869" "CEBPD" "protein_coding"
"26454" "ENSG00000253729" "PRKDC" "protein_coding"
"26457" "ENSG00000104738" "MCM4" "protein_coding"
"26458" "ENSG00000222522" "RNU6-519P" "snRNA"
"26459" "ENSG00000169139" "UBE2V2" "protein_coding"
"26462" "ENSG00000252710" "RNU6-295P" "snRNA"
"26467" "ENSG00000253140" "LINC02947" "lncRNA"
"26468" "ENSG00000253688" "ENSG00000253688" "lncRNA"
"26470" "ENSG00000233858" "LINC02599" "lncRNA"
"26471" "ENSG00000253702" "LINC02847" "lncRNA"
"26472" "ENSG00000253455" "ENSG00000253455" "lncRNA"
"26473" "ENSG00000253892" "ENSG00000253892" "lncRNA"
"26474" "ENSG00000034239" "CLXN" "protein_coding"
"26477" "ENSG00000019549" "SNAI2" "protein_coding"
"26481" "ENSG00000168333" "PPDPFL" "protein_coding"
"26482" "ENSG00000253474" "ENSG00000253474" "lncRNA"
"26485" "ENSG00000253380" "ENSG00000253380" "lncRNA"
"26486" "ENSG00000253206" "ENSG00000253206" "lncRNA"
"26488" "ENSG00000253484" "ENSG00000253484" "lncRNA"
"26489" "ENSG00000271148" "ENSG00000271148" "lncRNA"
"26491" "ENSG00000147481" "SNTG1" "protein_coding"
"26492" "ENSG00000253849" "ENSG00000253849" "lncRNA"
"26498" "ENSG00000147485" "PXDNL" "protein_coding"
"26501" "ENSG00000272076" "ENSG00000272076" "lncRNA"
"26502" "ENSG00000168300" "PCMTD1" "protein_coding"
"26505" "ENSG00000272024" "ENSG00000272024" "lncRNA"
"26506" "ENSG00000253844" "ENSG00000253844" "lncRNA"
"26507" "ENSG00000254136" "ENSG00000254136" "lncRNA"
"26508" "ENSG00000147488" "ST18" "protein_coding"
"26511" "ENSG00000253924" "ENSG00000253924" "lncRNA"
"26513" "ENSG00000196711" "ALKAL1" "protein_coding"
"26514" "ENSG00000023287" "RB1CC1" "protein_coding"
"26518" "ENSG00000248911" "ENSG00000248911" "processed_pseudogene"
"26521" "ENSG00000082556" "OPRK1" "protein_coding"
"26522" "ENSG00000260484" "ENSG00000260484" "lncRNA"
"26523" "ENSG00000253369" "ENSG00000253369" "lncRNA"
"26525" "ENSG00000237807" "LINC02984" "lncRNA"
"26530" "ENSG00000047249" "ATP6V1H" "protein_coding"
"26531" "ENSG00000147509" "RGS20" "protein_coding"
"26533" "ENSG00000244159" "RPS27AP13" "processed_pseudogene"
"26534" "ENSG00000200528" "RNU6-1331P" "snRNA"
"26535" "ENSG00000187735" "TCEA1" "protein_coding"
"26537" "ENSG00000260955" "ENSG00000260955" "lncRNA"
"26538" "ENSG00000120992" "LYPLA1" "protein_coding"
"26541" "ENSG00000137547" "MRPL15" "protein_coding"
"26542" "ENSG00000251835" "RNU6ATAC32P" "snRNA"
"26549" "ENSG00000164736" "SOX17" "protein_coding"
"26552" "ENSG00000104237" "RP1" "protein_coding"
"26556" "ENSG00000206579" "XKR4" "protein_coding"
"26557" "ENSG00000253976" "ENSG00000253976" "lncRNA"
"26558" "ENSG00000253857" "ENSG00000253857" "lncRNA"
"26561" "ENSG00000167904" "TMEM68" "protein_coding"
"26563" "ENSG00000137574" "TGS1" "protein_coding"
"26564" "ENSG00000254087" "LYN" "protein_coding"
"26565" "ENSG00000254325" "ENSG00000254325" "lncRNA"
"26569" "ENSG00000236814" "ENSG00000236814" "processed_pseudogene"
"26570" "ENSG00000008988" "RPS20" "protein_coding"
"26574" "ENSG00000172680" "MOS" "protein_coding"
"26575" "ENSG00000221093" "ENSG00000221093" "snoRNA"
"26576" "ENSG00000181690" "PLAG1" "protein_coding"
"26577" "ENSG00000170791" "CHCHD7" "protein_coding"
"26578" "ENSG00000272343" "ENSG00000272343" "lncRNA"
"26579" "ENSG00000254216" "ENSG00000254216" "processed_pseudogene"
"26580" "ENSG00000170786" "SDR16C5" "protein_coding"
"26582" "ENSG00000181195" "PENK" "protein_coding"
"26585" "ENSG00000246430" "LINC00968" "lncRNA"
"26586" "ENSG00000253139" "ENSG00000253139" "lncRNA"
"26588" "ENSG00000254055" "ENSG00000254055" "lncRNA"
"26590" "ENSG00000206975" "RNU6-13P" "snRNA"
"26591" "ENSG00000104331" "BPNT2" "protein_coding"
"26592" "ENSG00000222205" "RNA5SP266" "rRNA_pseudogene"
"26593" "ENSG00000253301" "LINC01606" "lncRNA"
"26595" "ENSG00000253614" "ENSG00000253614" "lncRNA"
"26596" "ENSG00000215117" "LINC00588" "lncRNA"
"26597" "ENSG00000202265" "RNU6-596P" "snRNA"
"26598" "ENSG00000253871" "ENSG00000253871" "lncRNA"
"26601" "ENSG00000253821" "ENSG00000253821" "lncRNA"
"26602" "ENSG00000253322" "ENSG00000253322" "lncRNA"
"26603" "ENSG00000254139" "LINC03018" "lncRNA"
"26604" "ENSG00000205293" "LINC01602" "lncRNA"
"26605" "ENSG00000253376" "ENSG00000253376" "lncRNA"
"26606" "ENSG00000169122" "FAM110B" "protein_coding"
"26607" "ENSG00000253523" "ENSG00000253523" "lncRNA"
"26608" "ENSG00000253116" "ENSG00000253116" "lncRNA"
"26613" "ENSG00000215114" "UBXN2B" "protein_coding"
"26615" "ENSG00000167910" "CYP7A1" "protein_coding"
"26617" "ENSG00000137575" "SDCBP" "protein_coding"
"26618" "ENSG00000035681" "NSMAF" "protein_coding"
"26620" "ENSG00000198846" "TOX" "protein_coding"
"26621" "ENSG00000201231" "RNU4-50P" "snRNA"
"26623" "ENSG00000167912" "TOX-DT" "lncRNA"
"26627" "ENSG00000253260" "ENSG00000253260" "lncRNA"
"26628" "ENSG00000253879" "ENSG00000253879" "lncRNA"
"26632" "ENSG00000254775" "ENSG00000254775" "lncRNA"
"26633" "ENSG00000254954" "SLC2A13P1" "processed_pseudogene"
"26634" "ENSG00000178538" "CA8" "protein_coding"
"26635" "ENSG00000251396" "LINC01301" "lncRNA"
"26637" "ENSG00000104388" "RAB2A" "protein_coding"
"26639" "ENSG00000228862" "ENSG00000228862" "lncRNA"
"26640" "ENSG00000255289" "ENSG00000255289" "lncRNA"
"26641" "ENSG00000171316" "CHD7" "protein_coding"
"26645" "ENSG00000254777" "ENSG00000254777" "lncRNA"
"26647" "ENSG00000254802" "ENSG00000254802" "lncRNA"
"26648" "ENSG00000177182" "CLVS1" "protein_coding"
"26649" "ENSG00000213881" "NPM1P6" "processed_pseudogene"
"26651" "ENSG00000253711" "ENSG00000253711" "lncRNA"
"26652" "ENSG00000198363" "ASPH" "protein_coding"
"26653" "ENSG00000254285" "KRT8P3" "processed_pseudogene"
"26655" "ENSG00000264408" "MIR4470" "miRNA"
"26656" "ENSG00000251127" "ENSG00000251127" "lncRNA"
"26657" "ENSG00000254119" "LINC02842" "lncRNA"
"26658" "ENSG00000253834" "ENSG00000253834" "lncRNA"
"26659" "ENSG00000254120" "LINC02155" "lncRNA"
"26664" "ENSG00000185942" "NKAIN3" "protein_coding"
"26671" "ENSG00000137563" "GGH" "protein_coding"
"26673" "ENSG00000137561" "TTPA" "protein_coding"
"26675" "ENSG00000270673" "YTHDF3-DT" "lncRNA"
"26676" "ENSG00000185728" "YTHDF3" "protein_coding"
"26677" "ENSG00000261542" "ENSG00000261542" "lncRNA"
"26679" "ENSG00000253205" "ENSG00000253205" "lncRNA"
"26681" "ENSG00000253894" "ENSG00000253894" "lncRNA"
"26682" "ENSG00000253583" "ENSG00000253583" "lncRNA"
"26685" "ENSG00000253554" "LINC01414" "lncRNA"
"26686" "ENSG00000253762" "ENSG00000253762" "lncRNA"
"26687" "ENSG00000253734" "LINC01289" "lncRNA"
"26688" "ENSG00000253231" "COX6CP8" "processed_pseudogene"
"26689" "ENSG00000254377" "MIR124-2HG" "lncRNA"
"26690" "ENSG00000207816" "MIR124-2" "miRNA"
"26693" "ENSG00000253800" "ENSG00000253800" "processed_pseudogene"
"26695" "ENSG00000180828" "BHLHE22" "protein_coding"
"26696" "ENSG00000172817" "CYP7B1" "protein_coding"
"26699" "ENSG00000254006" "ENSG00000254006" "lncRNA"
"26704" "ENSG00000254081" "LINC01299" "lncRNA"
"26705" "ENSG00000272010" "ENSG00000272010" "lncRNA"
"26707" "ENSG00000104442" "ARMC1" "protein_coding"
"26708" "ENSG00000066855" "MTFR1" "protein_coding"
"26710" "ENSG00000205268" "PDE7A" "protein_coding"
"26711" "ENSG00000272192" "PDE7A-DT" "lncRNA"
"26712" "ENSG00000147570" "DNAJC5B" "protein_coding"
"26713" "ENSG00000253190" "ENSG00000253190" "lncRNA"
"26714" "ENSG00000147573" "TRIM55" "protein_coding"
"26715" "ENSG00000147571" "CRH" "protein_coding"
"26716" "ENSG00000253138" "LINC00967" "lncRNA"
"26718" "ENSG00000246145" "RRS1-DT" "lncRNA"
"26719" "ENSG00000179041" "RRS1" "protein_coding"
"26722" "ENSG00000147576" "ADHFE1" "protein_coding"
"26724" "ENSG00000169085" "VXN" "protein_coding"
"26725" "ENSG00000206949" "RNU6-1324P" "snRNA"
"26726" "ENSG00000185697" "MYBL1" "protein_coding"
"26727" "ENSG00000175073" "VCPIP1" "protein_coding"
"26731" "ENSG00000104205" "SGK3" "protein_coding"
"26733" "ENSG00000178460" "MCMDC2" "protein_coding"
"26736" "ENSG00000261787" "TCF24" "protein_coding"
"26737" "ENSG00000178125" "PPP1R42" "protein_coding"
"26739" "ENSG00000121022" "COPS5" "protein_coding"
"26740" "ENSG00000104218" "CSPP1" "protein_coding"
"26743" "ENSG00000066777" "ARFGEF1" "protein_coding"
"26745" "ENSG00000271966" "ARFGEF1-DT" "lncRNA"
"26747" "ENSG00000165078" "CPA6" "protein_coding"
"26748" "ENSG00000254253" "NACAP10" "processed_pseudogene"
"26750" "ENSG00000255531" "NDUFS5P6" "processed_pseudogene"
"26751" "ENSG00000046889" "PREX2" "protein_coding"
"26757" "ENSG00000165084" "C8orf34" "protein_coding"
"26758" "ENSG00000236191" "RPS15AP25" "processed_pseudogene"
"26760" "ENSG00000254337" "ENSG00000254337" "lncRNA"
"26761" "ENSG00000253658" "LINC01592" "lncRNA"
"26762" "ENSG00000238808" "RNU7-102P" "snRNA"
"26764" "ENSG00000253373" "ENSG00000253373" "lncRNA"
"26765" "ENSG00000253479" "LINC01603" "lncRNA"
"26767" "ENSG00000137573" "SULF1" "protein_coding"
"26768" "ENSG00000137571" "SLCO5A1" "protein_coding"
"26772" "ENSG00000246528" "SLCO5A1-AS1" "lncRNA"
"26776" "ENSG00000223293" "RNA5SP270" "rRNA_pseudogene"
"26780" "ENSG00000147596" "PRDM14" "protein_coding"
"26781" "ENSG00000212473" "RNU1-101P" "snRNA"
"26783" "ENSG00000140396" "NCOA2" "protein_coding"
"26788" "ENSG00000253143" "ENSG00000253143" "lncRNA"
"26789" "ENSG00000253967" "LINC03020" "lncRNA"
"26793" "ENSG00000067167" "TRAM1" "protein_coding"
"26795" "ENSG00000147592" "LACTB2" "protein_coding"
"26796" "ENSG00000243532" "RN7SL19P" "misc_RNA"
"26797" "ENSG00000221947" "XKR9" "protein_coding"
"26801" "ENSG00000104313" "EYA1" "protein_coding"
"26802" "ENSG00000253124" "TRAPPC2P2" "processed_pseudogene"
"26803" "ENSG00000254277" "ENSG00000254277" "lncRNA"
"26804" "ENSG00000253287" "ENSG00000253287" "lncRNA"
"26807" "ENSG00000178860" "MSC" "protein_coding"
"26809" "ENSG00000104321" "TRPA1" "protein_coding"
"26810" "ENSG00000253317" "ENSG00000253317" "lncRNA"
"26812" "ENSG00000252509" "RNA5SP271" "rRNA_pseudogene"
"26814" "ENSG00000254347" "ENSG00000254347" "lncRNA"
"26815" "ENSG00000182674" "KCNB2" "protein_coding"
"26819" "ENSG00000253784" "ENSG00000253784" "lncRNA"
"26820" "ENSG00000260838" "ENSG00000260838" "lncRNA"
"26821" "ENSG00000147601" "TERF1" "protein_coding"
"26822" "ENSG00000222488" "RNU6-285P" "snRNA"
"26825" "ENSG00000164764" "SBSPON" "protein_coding"
"26826" "ENSG00000237061" "ENSG00000237061" "lncRNA"
"26830" "ENSG00000147604" "RPL7" "protein_coding"
"26831" "ENSG00000121039" "RDH10" "protein_coding"
"26832" "ENSG00000250295" "RDH10-AS1" "lncRNA"
"26833" "ENSG00000253235" "ENSG00000253235" "lncRNA"
"26834" "ENSG00000253339" "ENSG00000253339" "lncRNA"
"26836" "ENSG00000040341" "STAU2" "protein_coding"
"26840" "ENSG00000254538" "ENSG00000254538" "lncRNA"
"26842" "ENSG00000104343" "UBE2W" "protein_coding"
"26847" "ENSG00000154582" "ELOC" "protein_coding"
"26848" "ENSG00000175606" "TMEM70" "protein_coding"
"26850" "ENSG00000253833" "DSTNP3" "processed_pseudogene"
"26851" "ENSG00000154589" "LY96" "protein_coding"
"26852" "ENSG00000212348" "RNU6-1300P" "snRNA"
"26853" "ENSG00000254288" "ENSG00000254288" "lncRNA"
"26855" "ENSG00000212485" "RNU6-1197P" "snRNA"
"26857" "ENSG00000253115" "ENSG00000253115" "lncRNA"
"26858" "ENSG00000104369" "JPH1" "protein_coding"
"26859" "ENSG00000104381" "GDAP1" "protein_coding"
"26861" "ENSG00000207417" "Y_RNA" "misc_RNA"
"26862" "ENSG00000266502" "MIR5681A" "miRNA"
"26864" "ENSG00000254349" "MIR2052HG" "lncRNA"
"26870" "ENSG00000137558" "PI15" "protein_coding"
"26871" "ENSG00000254043" "ENSG00000254043" "lncRNA"
"26872" "ENSG00000121005" "CRISPLD1" "protein_coding"
"26874" "ENSG00000249395" "CASC9" "lncRNA"
"26875" "ENSG00000253712" "LINC02886" "lncRNA"
"26876" "ENSG00000253229" "HIGD1AP6" "processed_pseudogene"
"26878" "ENSG00000164749" "HNF4G" "protein_coding"
"26880" "ENSG00000222231" "RNU2-54P" "snRNA"
"26883" "ENSG00000254300" "LINC01111" "lncRNA"
"26884" "ENSG00000253661" "ZFHX4-AS1" "lncRNA"
"26887" "ENSG00000091656" "ZFHX4" "protein_coding"
"26889" "ENSG00000253416" "ENSG00000253416" "lncRNA"
"26890" "ENSG00000266712" "MIR3149" "miRNA"
"26891" "ENSG00000164751" "PEX2" "protein_coding"
"26894" "ENSG00000254366" "ENSG00000254366" "lncRNA"
"26895" "ENSG00000254001" "ENSG00000254001" "lncRNA"
"26896" "ENSG00000254266" "PKIA-AS1" "lncRNA"
"26897" "ENSG00000252935" "RNU6-1220P" "snRNA"
"26898" "ENSG00000171033" "PKIA" "protein_coding"
"26901" "ENSG00000104427" "ZC2HC1A" "protein_coding"
"26902" "ENSG00000104432" "IL7" "protein_coding"
"26906" "ENSG00000261618" "LINC02605" "lncRNA"
"26907" "ENSG00000253659" "ENSG00000253659" "lncRNA"
"26910" "ENSG00000104435" "STMN2" "protein_coding"
"26912" "ENSG00000164683" "HEY1" "protein_coding"
"26913" "ENSG00000272138" "LINC01607" "lncRNA"
"26914" "ENSG00000249328" "ENSG00000249328" "lncRNA"
"26915" "ENSG00000238884" "RNU7-85P" "snRNA"
"26917" "ENSG00000147586" "MRPS28" "protein_coding"
"26920" "ENSG00000272264" "ENSG00000272264" "lncRNA"
"26921" "ENSG00000076554" "TPD52" "protein_coding"
"26924" "ENSG00000265588" "MIR5708" "miRNA"
"26925" "ENSG00000241746" "ENSG00000241746" "processed_pseudogene"
"26926" "ENSG00000253238" "ENSG00000253238" "lncRNA"
"26930" "ENSG00000252884" "RNU6-1213P" "snRNA"
"26933" "ENSG00000205189" "ZBTB10" "protein_coding"
"26934" "ENSG00000254162" "ENSG00000254162" "lncRNA"
"26935" "ENSG00000260317" "LINC02986" "lncRNA"
